2023-03-1T12:00:00	 -400334.0358431269	 -27389.629072884465	 40092.32935943443	-76773501.98555535	125403164.52893646	18626328.605845083
2023-03-2T12:00:00	 -402255.25582417217	 -18593.61065850457	 44433.800413556266	 -46185153.810395345	 139629304.32361093	 18658967.196068432
2023-03-3T12:00:00	 -403071.329383963	 -9479.22321775517	 46766.636188094315	 -13151391.032076444	 146513141.49127838	 18685928.04564215
2023-03-4T12:00:00	 -402919.31248436496	 -473.03581430742634	 46997.53139988883	 20590915.50259153	 145688330.78659934	 18707210.81858144
2023-03-5T12:00:00	 -401967.14594024676	 8103.330641500201	 45113.66106535448	 53266500.00354395	 137193812.92928174	 18722816.994709462
2023-03-6T12:00:00	 -400375.4973605649	 16025.03377582677	 41185.489456106836	 83155034.80016395	 121472064.86776094	 18732749.772728533
2023-03-7T12:00:00	 -398269.6182188755	 23139.236508753205	 35369.08630796582	 108681653.02083153	 99346134.08020195	 18737013.952449545
2023-03-8T12:00:00	 -395726.5962722185	 29330.63893543672	 27906.505661609284	 128499901.23946524	 71976643.83333842	 18735615.79577437
2023-03-9T12:00:00	 -392779.8604750147	 34485.92123496694	 19122.881637420534	 141562755.04467538	 40801009.63023938	 18728562.871768832
2023-03-10T12:00:00	 -389438.8821912658	 38465.87962843856	 9419.269146239749	 147177952.81916082	 7458044.031511852	 18715863.89527333
2023-03-11T12:00:00	 -385718.53635293635	 41092.57006365986	 -739.2323356065463	 145044722.7424918	 -26298101.70355732	 18697528.57006447
2023-03-12T12:00:00	 -381670.2965778067	 42155.8778859008	 -10840.103054902982	 135269952.38353956	 -58690145.81827677	 18673567.446710564
2023-03-13T12:00:00	 -377406.8581917129	 41440.10118457361	 -20344.641615098517	 118362928.32202038	 -88011192.2108212	 18643991.803447742
2023-03-14T12:00:00	 -373113.10102940875	 38767.00735949384	 -28713.81398397108	 95208898.57693122	 -112714637.99732468	 18608813.558146555
2023-03-15T12:00:00	 -369039.361025201	 34048.02396877948	 -35438.9179293199	 67022824.213743426	 -131495739.51614513	 18568045.223097943
2023-03-16T12:00:00	 -365477.258933881	 27335.304973082526	 -40077.06601855505	 35285729.85054655	 -143360536.3383026	 18521699.922419354
2023-03-17T12:00:00	 -362722.90307813324	 18859.894367383582	 -42290.31214359596	 1666980.989964857	 -147678492.01273882	 18469791.50118484
2023-03-18T12:00:00	 -361035.77873891155	 9045.728932025479	 -41884.73544445618	 -32063439.27538372	 -144216061.80915806	 18412334.75791505
2023-03-19T12:00:00	 -360602.5657942988	 -1508.4661343009648	 -38842.47629432111	 -64128049.9950096	 -133149397.17764004	 18349345.81689483
2023-03-20T12:00:00	 -361512.71941089316	 -12080.82832022383	 -33337.38732793831	 -92835493.98934102	 -115055491.74955873	 18280842.61751481
2023-03-21T12:00:00	 -363747.9124377905	 -21904.274642251716	 -25726.188758992605	 -116669733.46117823	 -90882207.05788642	 18206845.444063604
2023-03-22T12:00:00	 -367183.1589622789	 -30255.526980347833	 -16513.093127634922	 -134370117.4876215	 -61898728.259784006	 18127377.380504947
2023-03-23T12:00:00	 -371596.2292267408	 -36536.99973347281	 -6294.653878064986	 -144998092.86522108	 -29629032.509467177	 18042464.58272031
2023-03-24T12:00:00	 -376683.79270984465	 -40336.78858060877	 4301.88419199099	 -147987026.61525455	 4228149.161636786	 17952136.319907803
2023-03-25T12:00:00	 -382084.8790419589	 -41459.78112600144	 14673.038851859004	 -143172492.28781977	 37888679.05543997	 17856424.81430977
2023-03-26T12:00:00	 -387412.1478527615	 -39930.507279828395	 24277.857577933624	 -130801396.88765311	 69576974.87585326	 17755364.960563127
2023-03-27T12:00:00	 -392289.00216798834	 -35972.765642534025	 32659.43969730036	 -111519437.17447668	 97619641.89064242	 17648994.013416592
2023-03-28T12:00:00	 -396387.6481469545	 -29972.342318290783	 39452.678180692776	 -86337514.94340587	 120533839.84946235	 17537351.307045948
